"spkid","full_name","neo","pha","diameter","per","first_obs","last_obs","H"
50323956,"       (2006 DV)",Y,N,,999,2006-02-20,2025-09-18,19.59
50323957,"       (2006 DX)",Y,N,,447,2006-02-20,2017-03-20,23.90
50323958,"       (2006 DY)",Y,N,,1.29e+03,2006-02-20,2026-08-05,18.39
50323959,"       (2006 DZ)",Y,N,,1.28e+03,2006-02-21,2006-03-23,21.00
50323960,"       (2006 DA1)",Y,N,,718,2006-02-21,2006-02-22,24.80
50323961,"       (2006 DB1)",Y,N,,1.53e+03,2006-02-21,2023-04-16,21.02
50323962,"       (2006 DD1)",Y,N,,1.27e+03,2006-02-22,2006-02-23,26.50
50324088,"       (2006 DP11)",Y,N,,926,2006-02-22,2023-07-29,19.53
50324274,"       (2006 DQ14)",Y,N,,381,2006-02-23,2006-02-28,27.10
50324275,"       (2006 DR14)",Y,N,,1.42e+03,2006-02-24,2006-02-26,26.10
50324277,"       (2006 DT14)",Y,N,,965,2006-02-24,2022-02-04,19.75
50324532,"       (2006 DD42)",Y,N,,1.03e+03,2006-02-24,2006-03-25,23.90
50324648,"       (2006 DO62)",Y,N,,959,2006-02-24,2006-02-24,28.53
50324649,"       (2006 DP62)",Y,N,,680,2006-02-24,2022-06-30,22.25
50324650,"       (2006 DQ62)",Y,N,,1.12e+03,2006-02-25,2015-10-14,19.58
50324651,"       (2006 DR62)",Y,N,,1.01e+03,2006-02-25,2006-02-27,25.30
50324652,"       (2006 DS62)",Y,N,,1.25e+03,2006-02-25,2006-03-02,26.70
50324655,"       (2006 DV62)",Y,N,,1.6e+03,2006-02-25,2006-05-01,20.10
50324654,"       (2006 DW62)",Y,N,,2.11e+03,2006-02-26,2006-03-30,21.20
50324679,"       (2006 DM63)",Y,N,,212,2006-02-27,2006-02-28,26.70
50324680,"       (2006 DO63)",Y,N,,641,2006-02-27,2006-03-04,25.80
50324681,"       (2006 DT63)",Y,N,,1.35e+03,2006-02-27,2006-04-19,22.30
50324708,"       (2006 DU63)",Y,N,,1.73e+03,2006-02-28,2025-02-21,22.48
50325523,"       (2006 EA)",Y,N,,2.02e+03,2006-03-03,2006-05-25,19.20
50325524,"       (2006 EB)",Y,N,,890,2006-03-03,2006-03-08,22.50
50325525,"       (2006 EC)",Y,N,,443,2006-03-03,2006-03-08,26.62
50325526,"       (2006 EE)",Y,N,,819,2006-03-03,2006-03-11,23.60
50325678,"       (2006 EH)",Y,N,,1.6e+03,2006-03-02,2006-03-25,20.70
50325693,"       (2006 EW)",Y,N,,777,2006-03-04,2023-03-27,23.53
50325694,"       (2006 EX)",Y,N,,425,2006-03-04,2006-03-05,25.00
50325695,"       (2006 EY)",Y,N,,625,2006-03-04,2006-03-25,25.15
50325696,"       (2006 EB1)",Y,N,,1.15e+03,2006-03-04,2006-04-19,23.40
50325697,"       (2006 EC1)",Y,N,,1.35e+03,2006-03-04,2020-07-26,18.58
50325699,"       (2006 EF1)",Y,N,,520,2006-03-05,2023-09-23,22.92
50325700,"       (2006 EH1)",Y,N,,1.06e+03,2006-03-05,2006-03-06,26.50
50327164,"       (2006 EW52)",Y,N,,508,2006-03-05,2024-02-02,22.40
50327383,"       (2006 EJ53)",Y,N,,1.17e+03,2006-03-06,2006-03-23,22.40
50327384,"       (2006 EK53)",Y,N,,379,2006-03-09,2006-03-23,23.03
50330011,"       (2006 EF71)",Y,N,,1.39e+03,2006-03-02,2025-05-15,19.35
50328653,"       (2006 FH)",Y,N,,1.11e+03,2006-03-23,2006-04-19,24.30
50328656,"       (2006 FU)",Y,N,,685,2006-03-24,2006-03-27,25.60
50328657,"       (2006 FV)",Y,N,,586,2006-03-23,2006-04-19,23.10
50328692,"       (2006 FW)",Y,N,,592,2006-03-24,2006-03-29,22.80
50328753,"       (2006 FK9)",Y,N,,748,2006-03-25,2008-03-29,20.91
50328844,"       (2006 FL10)",Y,N,,701,2006-03-24,2006-04-21,21.50
50328973,"       (2006 FV33)",Y,N,,1.21e+03,2006-03-25,2018-10-05,20.10
50329249,"       (2006 FC35)",Y,N,,825,2006-03-29,2023-11-13,21.21
50329266,"       (2006 FY35)",Y,N,,892,2006-03-25,2023-05-13,19.50
50329300,"       (2006 GA)",Y,N,,1.4e+03,2006-04-02,2006-04-24,21.50
50329302,"       (2006 GC)",Y,N,,1.19e+03,2006-04-02,2019-04-07,24.00
50329393,"       (2006 GB1)",Y,N,,441,2006-04-02,2024-11-21,24.10
50329394,"       (2006 GC1)",Y,Y,,815,2006-04-02,2026-05-12,20.59
50329628,"       (2006 GU2)",Y,N,,410,2006-04-07,2006-04-09,27.80
50329848,"       (2006 GT3)",Y,N,,825,2006-04-07,2015-03-16,21.30
50330010,"       (2006 HC)",Y,N,,428,2006-04-18,2006-04-30,25.40
50330072,"       (2006 HC2)",Y,Y,,817,2006-04-19,2015-09-11,21.77
50330073,"       (2006 HD2)",Y,Y,,1.06e+03,2005-10-20,2008-10-23,20.90
50330074,"       (2006 HE2)",Y,N,,401,2006-04-19,2006-04-22,26.50
50330179,"       (2006 HW5)",Y,N,,1.36e+03,2006-04-20,2006-05-03,24.30
50330181,"       (2006 HY5)",Y,N,,845,2006-04-20,2020-10-22,20.20
50330182,"       (2006 HZ5)",Y,N,,481,2006-04-20,2006-05-30,24.50
50330183,"       (2006 HA6)",Y,N,,2.1e+03,2006-03-03,2006-05-04,20.20
50330184,"       (2006 HF6)",Y,N,,609,2006-04-21,2006-05-07,24.40
50330470,"       (2006 HJ18)",Y,N,,412,2006-04-23,2024-06-05,21.88
50330703,"       (2006 HQ30)",Y,Y,,1.54e+03,2006-04-20,2006-06-18,21.20
50330705,"       (2006 HS30)",Y,N,,1.34e+03,2006-04-24,2006-04-26,28.00
50330706,"       (2006 HT30)",Y,Y,,1.5e+03,2002-05-09,2006-10-28,20.20
50330708,"       (2006 HV30)",Y,N,,734,2006-04-25,2006-04-29,22.70
50330709,"       (2006 HX30)",Y,N,,661,2006-04-25,2015-05-26,26.20
50330710,"       (2006 HU50)",Y,N,,530,2006-04-26,2006-05-03,24.70
50330711,"       (2006 HV50)",Y,N,,286,2006-04-26,2006-05-03,23.60
50330712,"       (2006 HW50)",Y,N,,500,2006-04-23,2017-06-20,24.40
50330713,"       (2006 HY50)",Y,N,,1.51e+03,2005-11-06,2006-05-24,19.54
50331092,"       (2006 HH56)",Y,N,,582,2006-04-29,2006-04-30,24.00
50331117,"       (2006 HW57)",Y,Y,,1.15e+03,2006-04-29,2025-11-11,20.40
50331118,"       (2006 HX57)",Y,N,,882,2006-04-30,2023-04-30,25.33
50331119,"       (2006 HY57)",Y,N,,1.61e+03,2006-04-30,2006-07-27,20.80
50331623,"       (2006 JE)",Y,N,,864,2006-05-01,2006-05-02,23.90
50331871,"       (2006 JO)",Y,N,,1.34e+03,2006-05-02,2006-05-04,25.17
50331872,"       (2006 JP)",Y,N,,807,2006-05-02,2006-05-23,23.60
50332436,"       (2006 JM6)",Y,N,,1.06e+03,2006-05-05,2006-05-16,23.70
50332437,"       (2006 JN6)",Y,N,,813,2006-05-05,2026-07-19,20.49
50332557,"       (2006 JV26)",Y,N,,1.05e+03,2006-05-08,2006-05-08,25.20
50332558,"       (2006 JY26)",Y,N,,371,2006-05-06,2006-05-10,28.40
50332811,"       (2006 JT41)",Y,N,,846,2006-05-06,2006-05-26,24.50
50332812,"       (2006 JU41)",Y,N,,1.13e+03,2006-05-07,2025-11-14,19.41
50333101,"       (2006 JE42)",Y,N,,1.56e+03,2006-05-10,2023-04-16,20.01
54425072,"       (2006 JA91)",Y,N,,1.14e+03,2003-09-21,2025-10-04,19.95
50333296,"       (2006 KA)",Y,N,,762,2002-05-30,2025-06-29,19.37
50333512,"       (2006 KC)",Y,N,,493,2006-05-19,2006-06-22,22.20
50333513,"       (2006 KE)",Y,N,,1.18e+03,2006-05-18,2019-11-26,19.48
50333599,"       (2006 KB1)",Y,N,,1.42e+03,2006-05-20,2006-05-26,24.40
50333632,"       (2006 KP1)",Y,N,,1.15e+03,2006-05-19,2025-10-23,20.68
50333633,"       (2006 KQ1)",Y,Y,,507,2006-05-20,2024-05-01,21.90
50333635,"       (2006 KS1)",Y,N,,651,2006-05-21,2022-06-01,25.41
50333760,"       (2006 KK21)",Y,Y,,1.65e+03,2006-05-23,2024-06-06,20.59
50333980,"       (2006 KP21)",Y,N,,1.08e+03,2006-05-23,2006-05-26,23.60
50334384,"       (2006 KS38)",Y,N,,625,2006-05-23,2006-05-26,23.90
50334458,"       (2006 KC40)",Y,N,,787,2006-05-25,2006-06-15,23.20
50334459,"       (2006 KD40)",Y,Y,,1.05e+03,2003-03-22,2026-07-07,18.59
50334461,"       (2006 KY67)",Y,N,,1.09e+03,2006-05-26,2006-08-11,23.00
50335068,"       (2006 KJ89)",Y,N,,1.34e+03,2006-05-26,2006-07-26,23.90
50335069,"       (2006 KK89)",Y,N,,385,2006-05-28,2026-05-03,22.67
50335070,"       (2006 KL89)",Y,N,0.965,1.67e+03,2006-05-28,2024-04-21,18.64
50335071,"       (2006 KM89)",Y,N,,738,2006-05-29,2006-06-20,23.60
50335072,"       (2006 KN89)",Y,Y,,872,2006-05-29,2025-12-10,21.41
50335249,"       (2006 KF100)",Y,N,,950,2006-05-30,2019-06-24,20.24
50335250,"       (2006 KK103)",Y,N,,1.14e+03,2006-05-26,2006-07-15,22.50
50335325,"       (2006 KL103)",Y,N,,637,2006-05-31,2006-06-03,25.50
50335445,"       (2006 KY112)",Y,N,,631,2006-05-31,2025-05-27,21.28
50335327,"       (2006 LA)",Y,N,,807,2006-06-01,2026-05-17,18.52
50335328,"       (2006 LB)",Y,N,,794,2006-06-01,2006-06-02,23.80
50335329,"       (2006 LC)",Y,N,,659,2006-06-01,2006-06-16,23.10
50335444,"       (2006 LD)",Y,N,,499,2006-06-01,2006-06-02,23.50
50335446,"       (2006 LF)",Y,N,,1.15e+03,2002-12-19,2025-07-23,18.75
50335576,"       (2006 LH)",Y,N,,413,2006-06-01,2025-12-29,24.68
50335447,"       (2006 LK)",Y,Y,,1.77e+03,2006-06-01,2011-06-04,19.70
50335578,"       (2006 LM)",Y,N,,818,2006-06-03,2006-06-07,25.00
50335636,"       (2006 LD1)",Y,Y,,1.29e+03,2006-06-03,2020-11-25,20.90
50336890,"       (2006 MB)",Y,N,,429,2006-06-18,2026-08-08,22.59
50336926,"       (2006 MV1)",Y,N,,552,2006-06-19,2006-06-22,26.80
50337048,"       (2006 MY1)",Y,N,,1.07e+03,2006-04-07,2006-06-27,22.20
50337086,"       (2006 MS6)",Y,N,,1.55e+03,2006-06-20,2023-07-07,19.20
50337087,"       (2006 MT6)",Y,N,,1.72e+03,2006-06-21,2025-10-29,19.56
50337168,"       (2006 MH10)",Y,N,,508,2006-06-22,2024-04-13,22.05
50337316,"       (2006 MY13)",Y,N,,518,2006-06-27,2026-06-23,20.29
50337317,"       (2006 MA14)",Y,N,,1.13e+03,2006-06-28,2006-09-25,21.50
50337338,"       (2006 MB14)",Y,N,,384,2006-06-30,2006-07-26,25.40
50337582,"       (2006 OA1)",Y,N,,593,2006-07-18,2006-07-25,22.30
50337583,"       (2006 OM1)",Y,N,,839,2006-07-18,2006-09-04,21.60
50337584,"       (2006 ON1)",Y,Y,,1.49e+03,2006-07-19,2010-11-08,21.30
50337614,"       (2006 OK3)",Y,N,,794,2006-07-22,2006-07-23,27.10
50337615,"       (2006 OX4)",Y,N,,743,2006-07-19,2006-08-31,21.28
50337616,"       (2006 OY4)",Y,N,,1.33e+03,2006-07-20,2006-09-18,23.60
50337617,"       (2006 OZ4)",Y,N,,376,2006-07-21,2006-07-23,21.70
50337621,"       (2006 OD5)",Y,N,,1.6e+03,2006-07-21,2019-10-29,19.50
50337622,"       (2006 OF5)",Y,N,1.415,1.67e+03,2006-07-21,2024-06-06,19.17
50337652,"       (2006 OV5)",Y,N,,1.62e+03,2006-07-21,2019-05-29,19.10
50337734,"       (2006 OB7)",Y,N,,1.12e+03,2006-07-24,2006-08-11,23.90
50337735,"       (2006 OC7)",Y,N,,1.19e+03,2006-07-24,2006-08-23,22.70
50337737,"       (2006 OE7)",Y,N,,695,2006-07-24,2025-08-12,19.83
50337756,"       (2006 OS9)",Y,N,,1.66e+03,1997-08-01,2020-07-18,18.44
50337758,"       (2006 OE10)",Y,N,,775,2006-07-26,2023-08-21,24.90
50337857,"       (2006 OG15)",Y,N,0.365,1.48e+03,2006-07-30,2015-02-13,19.82
50338015,"       (2006 PA1)",Y,Y,,1.06e+03,2006-07-20,2016-03-29,19.83
50338016,"       (2006 PB1)",Y,N,,1.91e+03,2002-01-09,2006-12-22,19.20
50338022,"       (2006 PF1)",Y,N,,1.18e+03,2006-08-15,2026-06-19,19.77
50338045,"       (2006 QA)",Y,N,,1.68e+03,2006-08-16,2006-09-24,23.20
50338160,"       (2006 QX5)",Y,N,,1.13e+03,2006-08-19,2006-10-16,23.80
50338161,"       (2006 QY5)",Y,N,,955,2002-01-10,2014-12-24,21.37
50338391,"       (2006 QQ23)",Y,Y,,263,2006-08-21,2024-08-01,19.71
50338542,"       (2006 QB31)",Y,N,,466,2006-08-23,2006-09-26,21.05
50338836,"       (2006 QK33)",Y,N,,1.5e+03,2006-08-23,2006-08-30,24.02
50338837,"       (2006 QM33)",Y,N,,878,2006-08-24,2018-09-06,20.89
50339104,"       (2006 QK40)",Y,N,,1.13e+03,2006-08-25,2006-09-19,24.00
50339105,"       (2006 QQ56)",Y,N,,357,2006-08-25,2006-09-12,25.90
50339241,"       (2006 QZ57)",Y,N,,1.43e+03,2006-08-27,2026-02-14,22.61
50339243,"       (2006 QB58)",Y,N,,1.12e+03,2006-08-28,2006-09-24,23.90
50342338,"       (2006 QJ65)",Y,N,,1.55e+03,2006-08-27,2006-09-18,22.00
50339618,"       (2006 QE89)",Y,N,,999,2006-08-14,2025-12-23,20.94
50339690,"       (2006 QV89)",Y,N,,476,2006-08-29,2019-08-11,25.50
50339691,"       (2006 QW89)",Y,N,,1.55e+03,2006-08-29,2023-10-19,19.12
50340084,"       (2006 QM111)",Y,N,,1.55e+03,2006-08-31,2006-08-31,27.60
50340083,"       (2006 QN111)",Y,N,,1.43e+03,2006-08-27,2006-09-03,23.80
50341152,"       (2006 RZ)",Y,Y,,1.41e+03,2006-09-01,2015-03-26,20.30
50341223,"       (2006 RK1)",Y,Y,,994,2006-09-12,2006-09-30,21.80
50341533,"       (2006 RH2)",Y,N,,413,2006-09-14,2006-09-15,27.20
50342153,"       (2006 RH7)",Y,N,,1.19e+03,2006-09-15,2023-05-29,20.79
50342152,"       (2006 RJ7)",Y,N,,906,2006-09-15,2006-09-19,23.70
50403171,"       (2006 RH120)",Y,N,,384,2006-09-14,2007-06-22,29.50
50342271,"       (2006 SB)",Y,N,,451,2006-09-16,2006-09-19,25.80
50342272,"       (2006 SC)",Y,N,,429,2006-09-16,2006-10-13,25.10
50342339,"       (2006 SV5)",Y,N,,634,2006-09-16,2006-12-21,23.10
50342341,"       (2006 SY5)",Y,N,,389,2006-09-16,2023-09-03,22.00
50342345,"       (2006 SE6)",Y,N,,264,2006-08-28,2019-10-04,22.97
50342666,"       (2006 SF7)",Y,N,,391,2006-09-17,2021-09-28,22.41
50342668,"       (2006 SG7)",Y,N,,389,2006-09-18,2025-07-18,22.84
50342667,"       (2006 SH7)",Y,N,,1.43e+03,2002-08-19,2010-12-05,19.86
50343127,"       (2006 SP19)",Y,N,,302,2006-09-19,2025-09-16,24.22
50343124,"       (2006 SQ19)",Y,N,,1.32e+03,2006-09-19,2006-10-19,23.20
50343128,"       (2006 SR19)",Y,N,,1.73e+03,2006-09-19,2006-12-12,21.90
50343125,"       (2006 SS19)",Y,N,,1.7e+03,2006-09-18,2020-11-14,18.95
50343131,"       (2006 SD25)",Y,N,,968,2006-09-20,2006-10-29,24.00
50343513,"       (2006 SK61)",Y,N,,592,2006-09-22,2006-09-26,26.10
50344192,"       (2006 SF77)",Y,N,,323,2006-09-23,2006-10-16,21.75
50344193,"       (2006 SG77)",Y,N,,1.74e+03,2006-09-24,2025-12-23,20.79
50344194,"       (2006 SO77)",Y,N,,895,2006-09-25,2006-09-26,26.50
50345259,"       (2006 SO78)",Y,N,,941,2006-09-24,2025-02-27,19.04
50561800,"       (2006 SU114)",Y,N,,2.07e+03,2006-08-24,2023-12-06,18.73
50345322,"       (2006 SN131)",Y,N,,1.13e+03,2006-09-26,2006-10-01,26.30
50345323,"       (2006 SP131)",Y,N,,434,2006-09-26,2006-10-02,25.30
50345324,"       (2006 SQ131)",Y,N,,825,2006-09-26,2006-10-18,22.60
50345325,"       (2006 SR131)",Y,N,,576,2006-09-26,2006-10-03,28.00
50345326,"       (2006 SS131)",Y,N,,757,2006-09-26,2006-09-30,25.70
50345327,"       (2006 ST131)",Y,N,,651,2006-09-26,2022-09-28,21.53
50346481,"       (2006 SQ134)",Y,N,,506,2006-09-27,2006-09-28,24.70
50346482,"       (2006 SR134)",Y,N,,943,2006-09-11,2006-10-29,23.10
50346483,"       (2006 SS134)",Y,Y,,463,2006-09-28,2025-10-28,21.50
50346493,"       (2006 SB142)",Y,N,,1.22e+03,2006-09-28,2016-10-06,21.80
50346497,"       (2006 SM198)",Y,N,,1.33e+03,2006-09-29,2006-11-11,21.60
50346498,"       (2006 SN198)",Y,N,,515,2006-09-29,2006-10-01,26.10
50346499,"       (2006 SO198)",Y,N,,977,2006-09-29,2006-10-02,24.19
50346500,"       (2006 SP198)",Y,N,,1.86e+03,2001-10-29,2016-10-25,21.50
50347516,"       (2006 SU217)",Y,N,,357,2006-09-30,2006-10-15,25.30
50347517,"       (2006 SV217)",Y,N,,550,2006-09-30,2006-10-13,24.50
50347520,"       (2006 SY217)",Y,N,,978,2006-09-30,2023-01-15,21.75
50347530,"       (2006 SF281)",Y,N,,565,2006-09-30,2006-09-30,25.66
54075548,"       (2006 SK450)",Y,N,,1.52e+03,2006-09-18,2014-06-30,19.70
50347525,"       (2006 TD)",Y,N,,735,2006-10-01,2020-04-27,22.40
50347526,"       (2006 TF)",Y,N,,1.31e+03,2006-10-01,2006-10-03,25.90
50348167,"       (2006 TL)",Y,N,,333,2006-10-01,2016-10-06,23.90
50348169,"       (2006 TO)",Y,N,,1.37e+03,2006-10-02,2021-11-28,23.20
50348288,"       (2006 TD1)",Y,N,,952,2006-10-03,2020-01-28,21.16
50348289,"       (2006 TF1)",Y,N,,1.51e+03,2006-10-03,2006-11-22,20.50
50348471,"       (2006 TB7)",Y,N,,511,2006-09-19,2006-10-11,23.70
50350582,"       (2006 TJ7)",Y,N,,870,2006-10-12,2006-10-23,24.20
50350654,"       (2006 TR7)",Y,N,,559,2006-10-10,2006-10-29,25.10
50350660,"       (2006 TT7)",Y,N,,1.77e+03,2006-10-11,2006-12-27,19.50
50350657,"       (2006 TA8)",Y,Y,,1.89e+03,2006-10-12,2006-10-20,20.90
50350658,"       (2006 TC8)",Y,N,,1.15e+03,2006-10-12,2025-10-30,20.24
54473957,"       (2006 TQ147)",Y,N,,1.12e+03,2006-10-13,2006-11-14,21.57
54524512,"       (2006 TX147)",Y,N,,1.3e+03,2006-10-02,2025-03-27,20.29
50351063,"       (2006 UE)",Y,N,,1.74e+03,2006-10-16,2006-12-12,22.40
50351064,"       (2006 UF)",Y,N,,1.41e+03,2006-10-16,2006-12-21,22.30
50351240,"       (2006 UJ)",Y,N,,1.2e+03,2006-10-16,2006-10-22,23.90
50351242,"       (2006 UL)",Y,N,,606,2006-10-17,2006-10-22,26.10
50351244,"       (2006 UN)",Y,N,,704,2006-09-27,2006-11-22,25.50
50351245,"       (2006 UO)",Y,Y,,1.73e+03,2006-10-17,2025-11-15,21.27
50351247,"       (2006 UR)",Y,N,,1.05e+03,2006-10-17,2023-08-13,19.41
50351504,"       (2006 UX1)",Y,N,,825,2006-10-17,2024-11-22,21.21
50351853,"       (2006 UY16)",Y,N,,1.16e+03,2006-10-19,2006-10-25,24.50
50351854,"       (2006 UA17)",Y,N,,588,2006-10-19,2006-10-23,23.80
50351855,"       (2006 UB17)",Y,N,,445,2006-10-19,2006-10-30,26.30
50351856,"       (2006 UD17)",Y,N,,2.1e+03,2005-05-14,2023-06-11,18.47
50351857,"       (2006 UE17)",Y,N,,466,2006-10-19,2026-05-14,21.93
50351858,"       (2006 UF17)",Y,Y,,1.42e+03,2006-10-19,2018-03-21,21.60
50352572,"       (2006 UQ17)",Y,Y,,756,2006-09-28,2008-08-30,21.90
50352573,"       (2006 UT17)",Y,N,,1.31e+03,2006-10-20,2006-12-11,24.20
50352574,"       (2006 UU17)",Y,N,,1.3e+03,2006-10-20,2006-10-27,26.60
50352712,"       (2006 UF63)",Y,N,,1.26e+03,2006-10-21,2023-05-14,20.29
50353654,"       (2006 UC64)",Y,N,,1.04e+03,2006-10-23,2006-10-26,24.90
50353655,"       (2006 UD64)",Y,N,,1.12e+03,2006-10-23,2006-11-20,20.20
50353656,"       (2006 UE64)",Y,N,,554,2006-10-23,2006-10-26,28.00
50354754,"       (2006 UC185)",Y,N,,688,2006-10-28,2006-11-27,23.45
50354759,"       (2006 UE185)",Y,N,,1.27e+03,2006-10-27,2006-11-16,24.50
50354760,"       (2006 UF185)",Y,N,,497,2006-10-27,2025-11-24,21.51
50354761,"       (2006 UH185)",Y,N,,839,2006-10-28,2006-10-29,25.10
50354762,"       (2006 UJ185)",Y,N,,803,2006-10-28,2006-10-29,27.90
50354977,"       (2006 UY215)",Y,N,,594,2006-10-28,2006-10-31,23.10
50354978,"       (2006 UZ215)",Y,N,,306,2006-10-29,2006-11-02,25.50
50354979,"       (2006 UA216)",Y,N,,642,2006-10-29,2006-12-08,23.60
50354981,"       (2006 UN216)",Y,N,,2.12e+03,2006-09-11,2013-03-14,18.94
50355868,"       (2006 UQ216)",Y,N,,424,2006-10-29,2006-11-01,27.30
50355892,"       (2006 UP217)",Y,N,,483,2006-10-31,2006-11-01,24.90
50355894,"       (2006 UR217)",Y,N,0.887,1.66e+03,2006-10-31,2025-01-02,19.84
50355896,"       (2006 VB)",Y,N,,831,2006-11-01,2006-11-09,25.10
50356910,"       (2006 VJ)",Y,N,,650,2006-11-02,2023-01-16,21.90
50358137,"       (2006 VA2)",Y,N,,1.45e+03,2006-10-27,2006-12-13,20.90
50358138,"       (2006 VB2)",Y,N,,869,2006-11-09,2025-11-27,19.70
50358139,"       (2006 VC2)",Y,N,,1.11e+03,2006-11-09,2006-12-01,21.10
50358140,"       (2006 VD2)",Y,N,,1.52e+03,2006-11-09,2011-01-05,19.16
50358242,"       (2006 VU2)",Y,N,,1.29e+03,2006-11-11,2006-11-27,26.00
50358245,"       (2006 VX2)",Y,N,,330,2006-11-11,2015-11-03,24.78
50358246,"       (2006 VY2)",Y,N,,308,2006-11-11,2022-11-25,22.75
50358247,"       (2006 VZ2)",Y,N,,1.43e+03,2006-11-11,2006-12-01,19.72
50358543,"       (2006 VE13)",Y,N,,937,2006-11-13,2006-11-16,26.60
50358544,"       (2006 VF13)",Y,N,,555,2006-11-13,2006-11-18,23.20
50358545,"       (2006 VG13)",Y,Y,,270,2006-11-13,2023-11-17,21.46
50358693,"       (2006 VP13)",Y,N,,467,2006-11-14,2006-11-27,23.60
50358695,"       (2006 VT13)",Y,Y,,1.52e+03,2006-11-15,2007-01-10,20.80
50358713,"       (2006 VB45)",Y,N,,494,2006-11-11,2006-11-19,24.70
50359047,"       (2006 WB)",Y,N,,288,2006-11-16,2024-12-11,23.18
50359117,"       (2006 WV)",Y,N,,692,2006-11-17,2006-11-21,27.20
50359119,"       (2006 WX)",Y,N,,1.43e+03,2006-11-18,2006-11-27,25.10
50359468,"       (2006 WO1)",Y,N,,1.68e+03,2006-11-17,2024-06-28,19.23
50359289,"       (2006 WP1)",Y,N,,815,2006-11-18,2006-11-19,28.20
50359293,"       (2006 WT1)",Y,Y,,1.42e+03,2006-10-01,2010-10-10,20.12
50359294,"       (2006 WU1)",Y,N,,1.24e+03,2006-11-19,2006-11-27,22.80
50359295,"       (2006 WV1)",Y,N,,275,2006-11-19,2006-11-20,25.90
50359299,"       (2006 WA3)",Y,N,,493,2006-11-18,2006-11-21,22.30
50359300,"       (2006 WB3)",Y,N,,587,2006-11-19,2006-11-21,24.40
50359302,"       (2006 WK3)",Y,N,,772,2006-11-19,2026-02-13,20.23
50359304,"       (2006 WM3)",Y,N,,1.02e+03,2006-10-20,2006-12-12,23.38
50359305,"       (2006 WN3)",Y,N,,885,2006-11-20,2024-06-30,19.84
50359307,"       (2006 WP3)",Y,N,,577,2006-11-20,2006-12-21,23.40
50360248,"       (2006 WX3)",Y,N,,1.63e+03,2006-11-21,2006-12-24,22.30
50360249,"       (2006 WY3)",Y,N,,1.35e+03,2006-11-21,2017-11-26,22.80
50360250,"       (2006 WZ3)",Y,N,,842,2006-11-21,2023-07-16,20.28
50360560,"       (2006 WR29)",Y,N,,1.35e+03,2006-11-22,2006-12-09,24.10
50360561,"       (2006 WS29)",Y,N,,781,2006-11-22,2006-12-02,25.00
50360564,"       (2006 WV29)",Y,N,,592,2006-11-23,2006-11-25,26.50
50360565,"       (2006 WX29)",Y,N,,1.29e+03,2006-11-23,2006-11-25,27.80
50360566,"       (2006 WZ29)",Y,N,,1.19e+03,2006-11-11,2006-11-27,24.80
50360567,"       (2006 WA30)",Y,N,,760,2006-11-20,2006-11-25,25.60
50360568,"       (2006 WB30)",Y,N,,772,2006-11-24,2006-12-11,25.90
50360569,"       (2006 WC30)",Y,N,,1.53e+03,2006-11-25,2006-12-25,24.20
50361573,"       (2006 WQ127)",Y,N,,547,2006-11-25,2006-11-27,23.30
50361646,"       (2006 WD129)",Y,N,,946,2006-11-25,2006-11-27,26.30
50361647,"       (2006 WE129)",Y,N,,829,2006-11-27,2024-10-29,19.70
50361648,"       (2006 WF129)",Y,N,,1.57e+03,2006-11-27,2023-12-17,19.13
50361649,"       (2006 WG129)",Y,N,,853,2006-11-27,2020-12-23,20.54
50362898,"       (2006 WG130)",Y,N,,1.37e+03,2006-11-27,2006-11-29,24.70
50362899,"       (2006 WH130)",Y,N,,544,2006-11-28,2006-12-16,23.80
50362900,"       (2006 WJ130)",Y,N,,441,2006-11-28,2006-12-01,24.10
50362901,"       (2006 WK130)",Y,N,,1.12e+03,2006-11-28,2006-12-20,22.30
50363062,"       (2006 WO130)",Y,N,,354,2006-11-27,2006-11-27,26.89
50363251,"       (2006 WZ184)",Y,N,,583,2006-11-28,2006-12-25,26.30
50363356,"       (2006 XB)",Y,N,,845,2006-12-06,2021-07-04,21.02
50363369,"       (2006 XW)",Y,N,,422,2006-12-10,2021-11-12,23.25
50363370,"       (2006 XX)",Y,N,,1.48e+03,2006-11-17,2007-01-09,23.40
50363371,"       (2006 XY)",Y,N,,674,2006-12-11,2018-01-09,24.20
50363374,"       (2006 XH1)",Y,N,,1.32e+03,2006-11-18,2024-10-24,20.59
50363375,"       (2006 XJ1)",Y,N,,518,2006-12-11,2024-02-11,21.39
50363376,"       (2006 XK1)",Y,N,,1.46e+03,2006-12-11,2006-12-22,19.30
50363403,"       (2006 XE2)",Y,N,,451,2006-12-12,2007-01-08,22.00
50363404,"       (2006 XF2)",Y,N,,1.18e+03,2006-11-23,2020-05-24,20.01
50363443,"       (2006 XH2)",Y,N,,1.27e+03,2006-12-12,2006-12-24,24.40
50363444,"       (2006 XJ2)",Y,N,,782,2006-12-12,2021-11-30,24.23
50363445,"       (2006 XK2)",Y,N,,698,2006-12-12,2026-01-11,20.66
50363452,"       (2006 XX2)",Y,N,,358,2006-12-12,2006-12-22,25.10
50363453,"       (2006 XY2)",Y,N,,688,2006-12-13,2007-01-10,22.50
50363455,"       (2006 XA3)",Y,N,,1.33e+03,2006-12-13,2006-12-21,25.20
